DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,PageNumber,PojNormalized,KipNormalized
1184,Chúi-ti-bú-lin,Chui2-ti-bu2-lin,Tsuí-ti-bú-lin,Tsui2-ti-bu2-lin,水豬母乳,305,Chui-ti-bu-lin,Tsui-ti-bu-lin
1185,Âng-sia̍h-liû,Ang5-siah8-liu5,Âng-sia̍h-liû,Ang5-siah8-liu5,紅石榴,305,Ang-siah-liu,Ang-siah-liu
1186,Siā-liû,Sia7-liu5,Siā-liû,Sia7-liu5,謝榴、榭榴,305,Sia-liu,Sia-liu
1187,Sia̍h-liû,Siah8-liu5,Sia̍h-liû,Siah8-liu5,石榴,305,Siah-liu,Siah-liu
1188,Pe̍h-sia̍h-liû,Peh8-siah8-liu5,Pe̍h-sia̍h-liû,Peh8-siah8-liu5,白石榴,305,Peh-siah-liu,Peh-siah-liu
1189,Kî-pôaⁿ-kha-chhiū,Ki5-poann5-kha-chhiu7,Kî-puânn-kha-tshiū,Ki5-puann5-kha-tshiu7,碁盤脚樹,306,Ki-poa-kha-chhiu,Ki-puann-kha-tshiu
1190,Chúi-kòng-á,Chui2-kong3-a2,Tsuí-kòng-á,Tsui2-kong3-a2,水貢仔,306,Chui-kong-a,Tsui-kong-a
1191,Chúi-ka-tang,Chui2-ka-tang,Tsuí-ka-tang,Tsui2-ka-tang,水茄苳,306,Chui-ka-tang,Tsui-ka-tang
1192,Sòe-hio̍h-kî-pôaⁿ-kha-chhiū,Soe3-hioh8-ki5-poann5-kha-chhiu7,Suè-hio̍h-kî-puânn-kha-tshiū,Sue3-hioh8-ki5-puann5-kha-tshiu7,細葉碁盤脚樹,306,Soe-hioh-ki-poa-kha-chhiu,Sue-hioh-ki-puann-kha-tshiu
1193,Gō͘-kha-lí,Goo7-kha-li2,Gōo-kha-lí,Goo7-kha-li2,五脚里,306,Go-kha-li,Goo-kha-li
1194,Chúi-pit,Chui2-pit,Tsuí-pit,Tsui2-pit,水筆,306,Chui-pit,Tsui-pit
1195,Chúi-pit-á,Chui2-pit-a2,Tsuí-pit-á,Tsui2-pit-a2,水筆仔,306,Chui-pit-a,Tsui-pit-a
1196,Âng-ka-tang,Ang5-ka-tang,Âng-ka-tang,Ang5-ka-tang,紅茄苳,307,Ang-ka-tang,Ang-ka-tang
1197,Sù-kun-chú,Su3-kun-chu2,Sù-kun-tsú,Su3-kun-tsu2,使君子,307,Su-kun-chu,Su-kun-tsu
1198,Soaⁿ-iûⁿ-sái,Soann-iunn5-sai2,Suann-iûnn-sái,Suann-iunn5-sai2,山羊屎,307,Soa-iu-sai,Suann-iunn-sai
1199,Lám-jîn,Lam2-jin5,Lám-jîn,Lam2-jin5,欖仁,307,Lam-jin,Lam-jin
1200,Ka-ji̍p-kū,Ka-jip8-ku7,Ka-ji̍p-kū,Ka-jip8-ku7,加入舅,308,Ka-jip-ku,Ka-jip-ku
1201,Chhiah-lân,Chhiah-lan5,Tshiah-lân,Tshiah-lan5,赤蘭,308,Chhiah-lan,Tshiah-lan
1202,Hoan-á-sàu-chhiú,Hoan-a2-sau3-chhiu2,Huan-á-sàu-tshiú,Huan-a2-sau3-tshiu2,蕃仔掃箒,308,Hoan-a-sau-chhiu,Huan-a-sau-tshiu
1203,Hiong-kó,Hiong-ko2,Hiong-kó,Hiong-ko2,香果,309,Hiong-ko,Hiong-ko
1204,Hong-kó͘,Hong-koo2,Hong-kóo,Hong-koo2,風鼓,309,Hong-ko,Hong-koo
1205,Lián-bū,Lian2-bu7,Lián-bū,Lian2-bu7,蓮霧、輦霧,309,Lian-bu,Lian-bu
1206,Poa̍t-á,Poat8-a2,Pua̍t-á,Puat8-a2,拔仔,309,Poat-a,Puat-a
1207,Ná-poa̍t,Na2-poat8,Ná-pua̍t,Na2-puat8,那拔、藍拔、？？,309,Na-poat,Na-puat
1208,Pat-á,Pat-a2,Pat-á,Pat-a2,扒仔,309,Pat-a,Pat-a
1209,Chúi-to-nî,Chui2-to-ni5,Tsuí-to-nî,Tsui2-to-ni5,水刀連,310,Chui-to-ni,Tsui-to-ni
1210,To-nî-á,To-ni5-a2,To-nî-á,To-ni5-a2,哆哖仔,310,To-ni-a,To-ni-a
1211,Tōa-hio̍h-kim-sia̍h-liû,Toa7-hioh8-kim-siah8-liu5,Tuā-hio̍h-kim-sia̍h-liû,Tua7-hioh8-kim-siah8-liu5,大葉金石榴,310,Toa-hioh-kim-siah-liu,Tua-hioh-kim-siah-liu
1212,Kim-siā-liû,Kim-sia7-liu5,Kim-siā-liû,Kim-sia7-liu5,金榭榴,310,Kim-sia-liu,Kim-sia-liu
1213,Tē-teng,Te7-teng,Tē-ting,Te7-ting,地丁,310,Te-teng,Te-ting
1214,Káu-lê-á-hoe,Kau2-le5-a2-hoe,Káu-lê-á-hue,Kau2-le5-a2-hue,九螺仔花,310,Kau-le-a-hoe,Kau-le-a-hue
1215,Po͘-pit-á,Poo-pit-a2,Poo-pit-á,Poo-pit-a2,埔筆仔,310,Po-pit-a,Poo-pit-a
1216,Put-liû-hêng,Put-liu5-heng5,Put-liû-hîng,Put-liu5-hing5,不留行,310,Put-liu-heng,Put-liu-hing
1217,Ông-put-liû-hêng,Ong5-put-liu5-heng5,Ông-put-liû-hîng,Ong5-put-liu5-hing5,王不留行,310,Ong-put-liu-heng,Ong-put-liu-hing
1218,Ông-put-liû,Ong5-put-liu5,Ông-put-liû,Ong5-put-liu5,王不留,310,Ong-put-liu,Ong-put-liu
1219,Kim-sia̍h-liû,Kim-siah8-liu5,Kim-sia̍h-liû,Kim-siah8-liu5,金石榴,310,Kim-siah-liu,Kim-siah-liu
1220,Kim-siā-liû,Kim-sia7-liu5,Kim-siā-liû,Kim-sia7-liu5,金榭榴,310,Kim-sia-liu,Kim-sia-liu
1221,Chúi-teng-hiuⁿ,Chui2-teng-hiunn,Tsuí-ting-hiunn,Tsui2-ting-hiunn,水丁香,312,Chui-teng-hiu,Tsui-ting-hiunn
1222,Kè-kang-lêng,Ke3-kang-leng5,Kè-kang-lîng,Ke3-kang-ling5,過江龍,312,Ke-kang-leng,Ke-kang-ling
1223,Kè-kau-lêng,Ke3-kau-leng5,Kè-kau-lîng,Ke3-kau-ling5,過溝龍,312,Ke-kau-leng,Ke-kau-ling
1224,Chúi-kang-lêng,Chui2-kang-leng5,Tsuí-kang-lîng,Tsui2-kang-ling5,水江龍,312,Chui-kang-leng,Tsui-kang-ling
1225,Chúi-teng-hiuⁿ,Chui2-teng-hiunn,Tsuí-ting-hiunn,Tsui2-ting-hiunn,水丁香,312,Chui-teng-hiu,Tsui-ting-hiunn
1226,Lêng-kak,Leng5-kak,Lîng-kak,Ling5-kak,龍角、菱角,312,Leng-kak,Ling-kak
1227,Chháu-se,Chhau2-se,Tsháu-se,Tshau2-se,草紗,313,Chhau-se,Tshau-se
1228,Kang-bó͘,Kang-boo2,Kang-bóo,Kang-boo2,江某、江？,313,Kang-bo,Kang-boo
1229,Ap-bú-chhiū,Ap-bu2-chhiu7,Ap-bú-tshiū,Ap-bu2-tshiu7,鴨母樹,313,Ap-bu-chhiu,Ap-bu-tshiu
1230,Ap-mu-phang,Ap-mu-phang,Ap-mu-phang,Ap-mu-phang,鴨母？,313,Ap-mu-phang,Ap-mu-phang
1231,Ap-mâ-koa̍t,Ap-ma5-koat8,Ap-mâ-kua̍t,Ap-ma5-kuat8,鴨麻瓜,313,Ap-ma-koat,Ap-ma-kuat
1232,Chhì-chhang-chhiū,Chhi3-chhang-chhiu7,Tshì-tshang-tshiū,Tshi3-tshang-tshiu7,刺葱樹,314,Chhi-chhang-chhiu,Tshi-tshang-tshiu
1233,Chhì-chhang,Chhi3-chhang,Tshì-tshang,Tshi3-tshang,刺葱,314,Chhi-chhang,Tshi-tshang
1234,Sòe-hō͘-chhì-chhang,Soe3-hoo7-chhi3-chhang,Suè-hōo-tshì-tshang,Sue3-hoo7-tshi3-tshang,細號刺葱,314,Soe-ho-chhi-chhang,Sue-hoo-tshi-tshang
1235,Káu-kha-tôe,Kau2-kha-toe5,Káu-kha-tuê,Kau2-kha-tue5,狗腳蹄,314,Kau-kha-toe,Kau-kha-tue
1236,Thong-chháu,Thong-chhau2,Thong-tsháu,Thong-tshau2,蓪草、通草,315,Thong-chhau,Thong-tshau
1237,Hoe-chhó,Hoe-chho2,Hue-tshó,Hue-tsho2,花草,315,Hoe-chho,Hue-tsho
1238,Tōa-pún-soaⁿ-khûn-chhài,Toa7-pun2-soann-khun5-chhai3,Tuā-pún-suann-khûn-tshài,Tua7-pun2-suann-khun5-tshai3,大本山芹菜,315,Toa-pun-soa-khun-chhai,Tua-pun-suann-khun-tshai
1239,To̍k-hoa̍t,Tok8-hoat8,To̍k-hua̍t,Tok8-huat8,獨活,315,Tok-hoat,Tok-huat
1240,Khûn-chhài,Khun5-chhai3,Khûn-tshài,Khun5-tshai3,芹菜,315,Khun-chhai,Khun-tshai
1241,Chhâ-ô͘,Chha5-oo5,Tshâ-ôo,Tsha5-oo5,柴胡,316,Chha-o,Tsha-oo
1242,Ham-khah-chháu,Ham-khah-chhau2,Ham-khah-tsháu,Ham-khah-tshau2,含殼草、蚶壳草,316,Ham-khah-chhau,Ham-khah-tshau
1243,Jōa-á-chháu,Joa7-a2-chhau2,Juā-á-tsháu,Jua7-a2-tshau2,蚋仔草,316,Joa-a-chhau,Jua-a-tshau
1244,Ham-khah-á-chháu,Ham-khah-a2-chhau2,Ham-khah-á-tsháu,Ham-khah-a2-tshau2,蚶壳仔草,316,Ham-khah-a-chhau,Ham-khah-a-tshau
1245,Iân-sui,Ian5-sui,Iân-sui,Ian5-sui,莞荽、莞蓑,316,Ian-sui,Ian-sui
1246,Âng-chhài-thâu,Ang5-chhai3-thau5,Âng-tshài-thâu,Ang5-tshai3-thau5,紅菜頭,316,Ang-chhai-thau,Ang-tshai-thau
1247,Hôe-hiuⁿ,Hoe5-hiunn,Huê-hiunn,Hue5-hiunn,茴香,317,Hoe-hiu,Hue-hiunn
1248,Kim-chhîⁿ-po̍h-ho,Kim-chhinn5-poh8-ho,Kim-tshînn-po̍h-ho,Kim-tshinn5-poh8-ho,金錢薄荷,317,Kim-chhi-poh-ho,Kim-tshinn-poh-ho
1249,Khit-chhia̍h-óaⁿ,Khit-chhiah8-oann2,Khit-tshia̍h-uánn,Khit-tshiah8-uann2,乞食碗,317,Khit-chhiah-oa,Khit-tshiah-uann
1250,Âng-kut-ham-khak-chháu,Ang5-kut-ham-khak-chhau2,Âng-kut-ham-khak-tsháu,Ang5-kut-ham-khak-tshau2,紅骨含殼草,317,Ang-kut-ham-khak-chhau,Ang-kut-ham-khak-tshau
1251,Ham-khah-chîⁿ-chháu,Ham-khah-chinn5-chhau2,Ham-khah-tsînn-tsháu,Ham-khah-tsinn5-tshau2,含殼錢草,317,Ham-khah-chi-chhau,Ham-khah-tsinn-tshau
1252,Piàn-tē-hut,Pian3-te7-hut,Piàn-tē-hut,Pian3-te7-hut,變地忽,317,Pian-te-hut,Pian-te-hut
1253,Piàn-tē-gím,Pian3-te7-gim2,Piàn-tē-gím,Pian3-te7-gim2,變地錦、遍地錦,317,Pian-te-gim,Pian-te-gim
1254,Sòe-pún-soaⁿ-khûn-chhài,Soe3-pun2-soann-khun5-chhai3,Suè-pún-suann-khûn-tshài,Sue3-pun2-suann-khun5-tshai3,細本山芹菜,317,Soe-pun-soa-khun-chhai,Sue-pun-suann-khun-tshai
1255,Chúi-khûn-chhài,Chui2-khun5-chhai3,Tsuí-khûn-tshài,Tsui2-khun5-tshai3,水芹菜,317,Chui-khun-chhai,Tsui-khun-tshai
1256,Hông-hong,Hong5-hong,Hông-hong,Hong5-hong,防風,318,Hong-hong,Hong-hong
1257,Móa-soaⁿ-âng,Moa2-soann-ang5,Muá-suann-âng,Mua2-suann-ang5,滿山紅,321,Moa-soa-ang,Mua-suann-ang
1258,Móa-soaⁿ-âng,Moa2-soann-ang5,Muá-suann-âng,Mua2-suann-ang5,滿山紅,322,Moa-soa-ang,Mua-suann-ang
1259,Hō͘-sòaⁿ-á,Hoo7-soann3-a2,Hōo-suànn-á,Hoo7-suann3-a2,雨傘仔,324,Ho-soa-a,Hoo-suann-a
1260,Thih-hō͘-sòaⁿ,Thih-hoo7-soann3,Thih-hōo-suànn,Thih-hoo7-suann3,鐵雨傘,324,Thih-ho-soa,Thih-hoo-suann
1261,Óe-kha-niû-sòaⁿ-chhiū,Oe2-kha-niu5-soann3-chhiu7,Ué-kha-niû-suànn-tshiū,Ue2-kha-niu5-suann3-tshiu7,矮腳凉傘樹,324,Oe-kha-niu-soa-chhiu,Ue-kha-niu-suann-tshiu
1262,Hō͘-sòaⁿ-á,Hoo7-soann3-a2,Hōo-suànn-á,Hoo7-suann3-a2,雨傘子,324,Ho-soa-a,Hoo-suann-a
1263,Chhiū-kí,Chhiu7-ki2,Tshiū-kí,Tshiu7-ki2,樹？,325,Chhiu-ki,Tshiu-ki
1264,La̍k-kak-chháu,Lak8-kak-chhau2,La̍k-kak-tsháu,Lak8-kak-tshau2,六角草,325,Lak-kak-chhau,Lak-kak-tshau
1265,Soaⁿ-kùi-hoe,Soann-kui3-hoe,Suann-kuì-hue,Suann-kui3-hue,山桂花,325,Soa-kui-hoe,Suann-kui-hue
1266,Chit-hî-táⁿ,Chit-hi5-tann2,Tsit-hî-tánn,Tsit-hi5-tann2,鯽魚膽,325,Chit-hi-ta,Tsit-hi-tann
1267,Tek-kí,Tek-ki2,Tik-kí,Tik-ki2,竹？,326,Tek-ki,Tik-ki
1268,Thih-á,Thih-a2,Thih-á,Thih-a2,鐵仔,326,Thih-a,Thih-a
1269,Phang-chháu,Phang-chhau2,Phang-tsháu,Phang-tshau2,香草,327,Phang-chhau,Phang-tshau
1270,Hiuⁿ-chháu,Hiunn-chhau2,Hiunn-tsháu,Hiunn-tshau2,香草,327,Hiu-chhau,Hiunn-tshau
1271,Chhit-lí-hiong,Chhit-li2-hiong,Tshit-lí-hiong,Tshit-li2-hiong,七里香,327,Chhit-li-hiong,Tshit-li-hiong
1272,O͘-bīn-bé,Oo-bin7-be2,Oo-bīn-bé,Oo-bin7-be2,烏面馬,328,O-bin-be,Oo-bin-be
1273,Hang-á-chháu,Hang-a2-chhau2,Hang-á-tsháu,Hang-a2-tshau2,？仔草,328,Hang-a-chhau,Hang-a-tshau
1274,Chhiah-chiok,Chhiah-chiok,Tshiah-tsiok,Tshiah-tsiok,赤？,328,Chhiah-chiok,Tshiah-tsiok
1275,Koaⁿ-á,Koann-a2,Kuann-á,Kuann-a2,杆仔,328,Koa-a,Kuann-a
1276,Phah-kó-kong-chhiū,Phah-ko2-kong-chhiu7,Phah-kó-kong-tshiū,Phah-ko2-kong-tshiu7,？古公樹,328,Phah-ko-kong-chhiu,Phah-ko-kong-tshiu
1277,Chio̍h-chhêng,Chioh8-chheng5,Tsio̍h-tshîng,Tsioh8-tshing5,石松,329,Chioh-chheng,Tsioh-tshing
1278,Chhiū-chhiⁿ,Chhiu7-chhinn,Tshiū-tshinn,Tshiu7-tshinn,樹青,329,Chhiu-chhi,Tshiu-tshinn
1279,Mô-khī,Mo5-khi7,Mô-khī,Mo5-khi7,毛柿,329,Mo-khi,Mo-khi
1280,Mô-khī-keh,Mo5-khi7-keh,Mô-khī-keh,Mo5-khi7-keh,毛柿格,329,Mo-khi-keh,Mo-khi-keh
1281,O͘-chhâi-á,Oo-chhai5-a2,Oo-tshâi-á,Oo-tshai5-a2,烏材仔,329,O-chhai-a,Oo-tshai-a
1282,O͘-chhâi-khī,Oo-chhai5-khi7,Oo-tshâi-khī,Oo-tshai5-khi7,烏材柿,329,O-chhai-khi,Oo-tshai-khi
1283,Khī-á,Khi7-a2,Khī-á,Khi7-a2,柿仔,329,Khi-a,Khi-a
1284,Âng-khī,Ang5-khi7,Âng-khī,Ang5-khi7,紅柿,329,Ang-khi,Ang-khi
1285,N̂g-sim-á,Ng5-sim-a2,N̂g-sim-á,Ng5-sim-a2,黃心仔,329,N̂g-sim-a,N̂g-sim-a
1286,Soaⁿ-khī,Soann-khi7,Suann-khī,Suann-khi7,山柿,329,Soa-khi,Suann-khi
1287,O͘-phê-chio̍h-lêng,Oo-phe5-chioh8-leng5,Oo-phê-tsio̍h-lîng,Oo-phe5-tsioh8-ling5,烏皮石柃,330,O-phe-chioh-leng,Oo-phe-tsioh-ling
1288,Soaⁿ-iûⁿ-hī,Soann-iunn5-hi7,Suann-iûnn-hī,Suann-iunn5-hi7,山羊耳,331,Soa-iu-hi,Suann-iunn-hi
1289,Sòe-hio̍h-pe̍h-mn̂g,Soe3-hioh8-peh8-mng5,Suè-hio̍h-pe̍h-mn̂g,Sue3-hioh8-peh8-mng5,細葉白門,331,Soe-hioh-peh-mn̂g,Sue-hioh-peh-mn̂g
1290,Tōa-hio̍h-pe̍h-mn̂g,Toa7-hioh8-peh8-mng5,Tuā-hio̍h-pe̍h-mn̂g,Tua7-hioh8-peh8-mng5,大葉白門,332,Toa-hioh-peh-mn̂g,Tua-hioh-peh-mn̂g
1291,Pe̍h-mn̂g,Peh8-mng5,Pe̍h-mn̂g,Peh8-mng5,白們,332,Peh-mn̂g,Peh-mn̂g
1292,Phàⁿ-táiⁿ,Phann3-tainn2,Phànn-táinn,Phann3-tainn2,？？,333,Pha-tai,Phann-tainn
1293,Phⁿà-thai,Phnna3-thai,Phnnà-thai,Phnna3-thai,？？,333,Pha-thai,Phnna-thai
1294,Táⁿ-chio,Tann2-chio,Tánn-tsio,Tann2-tsio,打招,333,Ta-chio,Tann-tsio
1295,O͘-phê-kiú-kiong,Oo-phe5-kiu2-kiong,Oo-phê-kiú-kiong,Oo-phe5-kiu2-kiong,烏皮九芎,333,O-phe-kiu-kiong,Oo-phe-kiu-kiong
1296,Pe̍h-chhiū,Peh8-chhiu7,Pe̍h-tshiū,Peh8-tshiu7,白樹,333,Peh-chhiu,Peh-tshiu
1297,O͘-koe-bú,Oo-koe-bu2,Oo-kue-bú,Oo-kue-bu2,烏雞母,333,O-koe-bu,Oo-kue-bu
1298,Hio̍h-ē-pe̍h,Hioh8-e7-peh8,Hio̍h-ē-pe̍h,Hioh8-e7-peh8,葉下白,333,Hioh-e-peh,Hioh-e-peh
1299,Chhiah-huih-á,Chhiah-huih-a2,Tshiah-huih-á,Tshiah-huih-a2,赤血仔,334,Chhiah-huih-a,Tshiah-huih-a
1300,Âng-phê,Ang5-phe5,Âng-phê,Ang5-phe5,紅皮,334,Ang-phe,Ang-phe
1301,Hio̍h-ē-pe̍h,Hioh8-e7-peh8,Hio̍h-ē-pe̍h,Hioh8-e7-peh8,葉下白,334,Hioh-e-peh,Hioh-e-peh
1302,Thih-chhiū,Thih-chhiu7,Thih-tshiū,Thih-tshiu7,鐵樹,334,Thih-chhiu,Thih-tshiu
1303,Pe̍h-koe-iû,Peh8-koe-iu5,Pe̍h-kue-iû,Peh8-kue-iu5,白鷄油,334,Peh-koe-iu,Peh-kue-iu
1304,Soaⁿ-khó͘-lēng,Soann-khoo2-leng7,Suann-khóo-līng,Suann-khoo2-ling7,山苦楝,334,Soa-kho-leng,Suann-khoo-ling
1305,Koa-thô͘,Koa-thoo5,Kua-thôo,Kua-thoo5,柯土,334,Koa-tho,Kua-thoo
1306,Pe̍h-koe-iû,Peh8-koe-iu5,Pe̍h-kue-iû,Peh8-kue-iu5,白鷄油,334,Peh-koe-iu,Peh-kue-iu
1307,Pe̍h-koe-iû-kū,Peh8-koe-iu5-ku7,Pe̍h-kue-iû-kū,Peh8-kue-iu5-ku7,白鷄油舅,334,Peh-koe-iu-ku,Peh-kue-iu-ku
1308,Siù-eng,Siu3-eng,Siù-ing,Siu3-ing,秀英,334,Siu-eng,Siu-ing
1309,Ba̍k-nī-hoe,Bak8-ni7-hoe,Ba̍k-nī-hue,Bak8-ni7-hue,茉莉花,335,Bak-ni-hoe,Bak-ni-hue
1310,Bak-nī,Bak-ni7,Bak-nī,Bak-ni7,茉莉,335,Bak-ni,Bak-ni
1311,Soaⁿ-sò͘-eng,Soann-soo3-eng,Suann-sòo-ing,Suann-soo3-ing,山素英,335,Soa-so-eng,Suann-soo-ing
1312,Soaⁿ-sù-eng,Soann-su3-eng,Suann-sù-ing,Suann-su3-ing,山四英,335,Soa-su-eng,Suann-su-ing
1313,Kùi-hoe,Kui3-hoe,Kuì-hue,Kui3-hue,桂花,335,Kui-hoe,Kui-hue
1314,Chhì-keh,Chhi3-keh,Tshì-keh,Tshi3-keh,刺格,336,Chhi-keh,Tshi-keh
1315,Soaⁿ-kùi-hoe,Soann-kui3-hoe,Suann-kuì-hue,Suann-kui3-hue,山桂花,336,Soa-kui-hoe,Suann-kui-hue
1316,Iông-pho͘,Iong5-phoo,Iông-phoo,Iong5-phoo,揚波,336,Iong-pho,Iong-phoo
1317,Hái-iông-pho͘,Hai2-iong5-phoo,Hái-iông-phoo,Hai2-iong5-phoo,海洋波,336,Hai-iong-pho,Hai-iong-phoo
1318,Pe̍h-po͘-kiuⁿ,Peh8-poo-kiunn,Pe̍h-poo-kiunn,Peh8-poo-kiunn,白埔姜,336,Peh-po-kiu,Peh-poo-kiunn
1319,Soaⁿ-soāiⁿ-á,Soann-soainn7-a2,Suann-suāinn-á,Suann-suainn7-a2,山檨仔,339,Soa-soai-a,Suann-suainn-a
1320,Hái-soāiⁿ-á,Hai2-soainn7-a2,Hái-suāinn-á,Hai2-suainn7-a2,海檨仔,339,Hai-soai-a,Hai-suainn-a
1321,Kâu-hoaⁿ-hí,Kau5-hoann-hi2,Kâu-huann-hí,Kau5-huann-hi2,猴歡喜,339,Kau-hoa-hi,Kau-huann-hi
1322,Sng-tìn,Sng-tin3,Sng-tìn,Sng-tin3,酸藤,339,Sng-tin,Sng-tin
1323,Lin-tîn,Lin-tin5,Lin-tîn,Lin-tin5,乳藤,339,Lin-tin,Lin-tin
1324,Sù-sî-chhun,Su3-si5-chhun,Sù-sî-tshun,Su3-si5-tshun,四時春,339,Su-si-chhun,Su-si-tshun
1325,Ji̍t-ji̍t-chhun,Jit8-jit8-chhun,Ji̍t-ji̍t-tshun,Jit8-jit8-tshun,日日春,339,Jit-jit-chhun,Jit-jit-tshun
1326,Kip-tek-thô,Kip-tek-tho5,Kip-tik-thô,Kip-tik-tho5,夾竹桃,340,Kip-tek-tho,Kip-tik-tho
1327,Thô-tek,Tho5-tek,Thô-tik,Tho5-tik,桃竹,340,Tho-tek,Tho-tik
1328,Hoan-hoe,Hoan-hoe,Huan-hue,Huan-hue,蕃花,340,Hoan-hoe,Huan-hue
1329,Hoan-á-hoe,Hoan-a2-hoe,Huan-á-hue,Huan-a2-hue,蕃仔花,340,Hoan-a-hoe,Huan-a-hue
1330,Soaⁿ-bé-tê,Soann-be2-te5,Suann-bé-tê,Suann-be2-te5,山馬蹄,340,Soa-be-te,Suann-be-te
1331,Soaⁿ-ho-chio,Soann-ho-chio,Suann-ho-tsio,Suann-ho-tsio,山胡椒,340,Soa-ho-chio,Suann-ho-tsio
1332,Bé-tê-hoe,Be2-te5-hoe,Bé-tê-hue,Be2-te5-hue,馬茶花、馬蹄花,340,Be-te-hoe,Be-te-hue
1333,Soaⁿ-bé-tê,Soann-be2-te5,Suann-bé-tê,Suann-be2-te5,山馬茶,340,Soa-be-te,Suann-be-te
1334,Hong-put-tōng,Hong-put-tong7,Hong-put-tōng,Hong-put-tong7,風不動,341,Hong-put-tong,Hong-put-tong
1335,Bú-hia-tîn,Bu2-hia-tin5,Bú-hia-tîn,Bu2-hia-tin5,武靴藤,341,Bu-hia-tin,Bu-hia-tin
1336,Kiû-lân,Kiu5-lan5,Kiû-lân,Kiu5-lan5,毬蘭,342,Kiu-lan,Kiu-lan
1337,Bô-kun-chháu,Bo5-kun-chhau2,Bô-kun-tsháu,Bo5-kun-tshau2,無根草,343,Bo-kun-chhau,Bo-kun-tshau
1338,Tāu-hó͘,Tau7-hoo2,Tāu-hóo,Tau7-hoo2,豆虎,343,Tau-ho,Tau-hoo
1339,Bé-tê-kim,Be2-te5-kim,Bé-tê-kim,Be2-te5-kim,馬蹄金,343,Be-te-kim,Be-te-kim
1340,Han-chû,Han-chu5,Han-tsû,Han-tsu5,蕃薯,344,Han-chu,Han-tsu
1341,Hoan-á-tîn,Hoan-a2-tin5,Huan-á-tîn,Huan-a2-tin5,蕃仔藤,344,Hoan-a-tin,Huan-a-tin
1342,Óaⁿ-kong-hoe,Oann2-kong-hoe,Uánn-kong-hue,Uann2-kong-hue,碗公花,344,Oa-kong-hoe,Uann-kong-hue
1343,Hoan-á-tîn,Hoan-a2-tin5,Huan-á-tîn,Huan-a2-tin5,蕃仔藤,345,Hoan-a-tin,Huan-a-tin
1344,Han-chû-kū,Han-chu5-ku7,Han-tsû-kū,Han-tsu5-ku7,蕃薯舅,345,Han-chu-ku,Han-tsu-ku
1345,Óaⁿ-kong-hoe,Oann2-kong-hoe,Uánn-kong-hue,Uann2-kong-hue,碗公花,345,Oa-kong-hoe,Uann-kong-hue
1346,Bé-oaⁿ-tîn,Be2-oann-tin5,Bé-uann-tîn,Be2-uann-tin5,馬鞍藤,345,Be-oa-tin,Be-uann-tin
1347,Èng-chhài,Eng3-chhai3,Ìng-tshài,Ing3-tshai3,甕菜、應菜,345,Eng-chhai,Ing-tshai
1348,Phòa-pò͘-bo̍k,Phoa3-poo3-bok8,Phuà-pòo-bo̍k,Phua3-poo3-bok8,破布木,347,Phoa-po-bok,Phua-poo-bok
1349,Soaⁿ-pò͘-chí,Soann-poo3-chi2,Suann-pòo-tsí,Suann-poo3-tsi2,山布子,347,Soa-po-chi,Suann-poo-tsi
1350,Phòa-pò͘-chí,Phoa3-poo3-chi2,Phuà-pòo-tsí,Phua3-poo3-tsi2,破布子,347,Phoa-po-chi,Phua-poo-tsi
1351,Chhiū-chí-á,Chhiu7-chi2-a2,Tshiū-tsí-á,Tshiu7-tsi2-a2,樹子仔,347,Chhiu-chi-a,Tshiu-tsi-a
1352,Phòa-pò͘-pp,Phoa3-poo3-pp,Phuà-pòo-pp,Phua3-poo3-pp,破布烏,348,Phoa-po-pp,Phua-poo-pp
1353,Pò͘-pò͘-o͘-chhiū,Poo3-poo3-oo-chhiu7,Pòo-pòo-oo-tshiū,Poo3-poo3-oo-tshiu7,布布烏樹,348,Po-po-o-chhiu,Poo-poo-oo-tshiu
1354,Pò͘-pò͘-o͘,Poo3-poo3-oo,Pòo-pòo-oo,Poo3-poo3-oo,布布烏,348,Po-po-o,Poo-poo-oo
1355,Soaⁿ-pin-nn̂g,Soann-pin-nng5,Suann-pin-nn̂g,Suann-pin-nng5,山檳榔,348,Soa-pin-nn̂g,Suann-pin-nn̂g
1356,Kāu-khak-á,Kau7-khak-a2,Kāu-khak-á,Kau7-khak-a2,厚殼仔,348,Kau-khak-a,Kau-khak-a
1357,Gû-kut-á,Gu5-kut-a2,Gû-kut-á,Gu5-kut-a2,牛骨仔,348,Gu-kut-a,Gu-kut-a
1358,Kháu-kha-á,Khau2-kha-a2,Kháu-kha-á,Khau2-kha-a2,口脚仔,348,Khau-kha-a,Khau-kha-a
1359,Kim-hī-tūi,Kim-hi7-tui7,Kim-hī-tuī,Kim-hi7-tui7,金耳墜,348,Kim-hi-tui,Kim-hi-tui
1360,Káu-bé-chháu,Kau2-be2-chhau2,Káu-bé-tsháu,Kau2-be2-tshau2,狗尾草,348,Kau-be-chhau,Kau-be-tshau
1361,Kim-só-sî,Kim-so2-si5,Kim-só-sî,Kim-so2-si5,金鎖匙,349,Kim-so-si,Kim-so-si
1362,Chúi-chháu,Chui2-chhau2,Tsuí-tsháu,Tsui2-tshau2,水草,349,Chui-chhau,Tsui-tshau
